Cache Size (KB),Block Size,Associativty,Replacement Policy,Total Blocks,Tag Size (bits),Index Size (bits),Total Rows,Overhead Size,Implementation Size,Cost ($),Total Accesses,Total Hits,Total Misses,Compulsory Misses,Conflict Misses,Hit Rate,Miss Rate,CPI,Unused Space,Unused Blocks,Waste ($),Filename
512,64,8,Random,8192,16,10,1024,17408,529,37.03,366344,361254,5090,4703,387,98.61%,1.39%,4.05,43.15%,3489,15.98,A-9_new_1.5.pdf.trc
512,64,8,Random,8192,16,10,1024,17408,529,37.03,417698,413959,3739,3629,110,99.10%,0.90%,3.68,56.44%,4563,20.9,Corruption2.trc
1024,4,2,Round Robin,262144,13,17,131072,458752,1472,103.04,475872,449867,26005,25825,180,94.54%,5.46%,4.35,94.07%,236319,96.93,A-10_new_1.5_a.pdf.trc
1024,4,2,Round Robin,262144,13,17,131072,458752,1472,103.04,482641,443152,39489,38881,608,91.82%,8.18%,4.47,88.87%,223263,91.57,A-9_new_1.5.pdf.trc
1024,4,2,Round Robin,262144,13,17,131072,458752,1472,103.04,580244,553588,26656,26465,191,95.41%,4.59%,4.5,93.81%,235679,96.67,Corruption2.trc
1024,4,2,Random,262144,13,17,131072,458752,1472,103.04,475872,449833,26039,25825,214,94.53%,5.47%,4.35,94.07%,236319,96.93,A-10_new_1.5_a.pdf.trc
1024,4,2,Random,262144,13,17,131072,458752,1472,103.04,482641,443091,39550,38881,669,91.81%,8.19%,4.47,88.87%,223263,91.57,A-9_new_1.5.pdf.trc
1024,4,2,Random,262144,13,17,131072,458752,1472,103.04,580244,553505,26739,26465,274,95.39%,4.61%,4.5,93.81%,235679,96.67,Corruption2.trc
1024,4,4,Round Robin,262144,14,16,65536,491520,1504,105.28,475872,449906,25966,25955,11,94.54%,5.46%,4.35,92.02%,236189,96.87,A-10_new_1.5_a.pdf.trc
1024,4,4,Round Robin,262144,14,16,65536,491520,1504,105.28,482641,443231,39410,39384,26,91.83%,8.17%,4.47,86.78%,222760,91.37,A-9_new_1.5.pdf.trc
1024,4,4,Round Robin,262144,14,16,65536,491520,1504,105.28,580244,553672,26572,26552,20,95.42%,4.58%,4.5,91.78%,235592,96.63,Corruption2.trc
1024,4,4,Random,262144,14,16,65536,491520,1504,105.28,475872,449870,26002,25955,47,94.54%,5.46%,4.35,92.02%,236189,96.87,A-10_new_1.5_a.pdf.trc
1024,4,4,Random,262144,14,16,65536,491520,1504,105.28,482641,443191,39450,39384,66,91.83%,8.17%,4.47,86.78%,222760,91.37,A-9_new_1.5.pdf.trc
1024,4,4,Random,262144,14,16,65536,491520,1504,105.28,580244,553629,26615,26552,63,95.41%,4.59%,4.5,91.78%,235592,96.63,Corruption2.trc
1024,4,8,Round Robin,262144,15,15,32768,524288,1536,107.52,475872,449908,25964,25961,3,94.54%,5.46%,4.35,90.10%,236183,96.87,A-10_new_1.5_a.pdf.trc
1024,4,8,Round Robin,262144,15,15,32768,524288,1536,107.52,482641,443230,39411,39397,14,91.83%,8.17%,4.47,84.97%,222747,91.36,A-9_new_1.5.pdf.trc
1024,4,8,Round Robin,262144,15,15,32768,524288,1536,107.52,580244,553677,26567,26561,6,95.42%,4.58%,4.5,89.87%,235583,96.63,Corruption2.trc
1024,4,8,Random,262144,15,15,32768,524288,1536,107.52,475872,449908,25964,25961,3,94.54%,5.46%,4.35,90.10%,236183,96.87,A-10_new_1.5_a.pdf.trc
1024,4,8,Random,262144,15,15,32768,524288,1536,107.52,482641,443211,39430,39397,33,91.83%,8.17%,4.47,84.97%,222747,91.36,A-9_new_1.5.pdf.trc
1024,16,2,Round Robin,65536,13,15,32768,114688,1136,79.52,387850,375026,12824,12409,415,96.69%,3.31%,3.87,82.21%,53127,65.37,A-9_new_1.5.pdf.trc
1024,16,2,Round Robin,65536,13,15,32768,114688,1136,79.52,377255,368379,8876,8661,215,97.65%,2.35%,3.66,88.01%,56875,69.98,A-10_new_1.5_a.pdf.trc
1024,16,2,Round Robin,65536,13,15,32768,114688,1136,79.52,387850,375026,12824,12409,415,96.69%,3.31%,3.87,82.21%,53127,65.37,A-9_new_1.5.pdf.trc
1024,16,2,Round Robin,65536,13,15,32768,114688,1136,79.52,446309,435838,10471,10226,245,97.65%,2.35%,3.7,85.59%,55310,68.06,Corruption2.trc
1024,16,2,Random,65536,13,15,32768,114688,1136,79.52,377255,368380,8875,8661,214,97.65%,2.35%,3.65,88.01%,56875,69.98,A-10_new_1.5_a.pdf.trc
1024,16,2,Round Robin,65536,13,15,32768,114688,1136,79.52,446309,435838,10471,10226,245,97.65%,2.35%,3.7,85.59%,55310,68.06,Corruption2.trc
1024,16,2,Random,65536,13,15,32768,114688,1136,79.52,377255,368380,8875,8661,214,97.65%,2.35%,3.65,88.01%,56875,69.98,A-10_new_1.5_a.pdf.trc
1024,16,2,Random,65536,13,15,32768,114688,1136,79.52,387850,374975,12875,12409,466,96.68%,3.32%,3.87,82.21%,53127,65.37,A-9_new_1.5.pdf.trc
1024,16,2,Random,65536,13,15,32768,114688,1136,79.52,387850,374975,12875,12409,466,96.68%,3.32%,3.87,82.21%,53127,65.37,A-9_new_1.5.pdf.trc
1024,16,2,Random,65536,13,15,32768,114688,1136,79.52,446309,435828,10481,10226,255,97.65%,2.35%,3.7,85.59%,55310,68.06,Corruption2.trc
1024,16,4,Round Robin,65536,14,14,16384,122880,1144,80.08,377255,368481,8774,8744,30,97.67%,2.33%,3.65,87.26%,56792,69.88,A-10_new_1.5_a.pdf.trc
1024,16,2,Random,65536,13,15,32768,114688,1136,79.52,446309,435828,10481,10226,255,97.65%,2.35%,3.7,85.59%,55310,68.06,Corruption2.trc
1024,16,4,Round Robin,65536,14,14,16384,122880,1144,80.08,387850,375144,12706,12652,54,96.72%,3.28%,3.86,81.26%,52884,65.07,A-9_new_1.5.pdf.trc
1024,16,4,Round Robin,65536,14,14,16384,122880,1144,80.08,377255,368481,8774,8744,30,97.67%,2.33%,3.65,87.26%,56792,69.88,A-10_new_1.5_a.pdf.trc
1024,16,4,Round Robin,65536,14,14,16384,122880,1144,80.08,446309,435964,10345,10311,34,97.68%,2.32%,3.69,84.86%,55225,67.95,Corruption2.trc
1024,16,4,Round Robin,65536,14,14,16384,122880,1144,80.08,387850,375144,12706,12652,54,96.72%,3.28%,3.86,81.26%,52884,65.07,A-9_new_1.5.pdf.trc
1024,16,4,Random,65536,14,14,16384,122880,1144,80.08,377255,368427,8828,8744,84,97.66%,2.34%,3.65,87.26%,56792,69.88,A-10_new_1.5_a.pdf.trc
1024,16,4,Round Robin,65536,14,14,16384,122880,1144,80.08,446309,435964,10345,10311,34,97.68%,2.32%,3.69,84.86%,55225,67.95,Corruption2.trc
1024,16,4,Random,65536,14,14,16384,122880,1144,80.08,387850,375084,12766,12652,114,96.71%,3.29%,3.87,81.26%,52884,65.07,A-9_new_1.5.pdf.trc
1024,16,4,Random,65536,14,14,16384,122880,1144,80.08,377255,368427,8828,8744,84,97.66%,2.34%,3.65,87.26%,56792,69.88,A-10_new_1.5_a.pdf.trc
1024,16,4,Random,65536,14,14,16384,122880,1144,80.08,446309,435900,10409,10311,98,97.67%,2.33%,3.69,84.86%,55225,67.95,Corruption2.trc
1024,16,4,Random,65536,14,14,16384,122880,1144,80.08,387850,375084,12766,12652,114,96.71%,3.29%,3.87,81.26%,52884,65.07,A-9_new_1.5.pdf.trc
1024,16,8,Round Robin,65536,15,13,8192,131072,1152,80.64,377255,368493,8762,8755,7,97.68%,2.32%,3.65,86.64%,56781,69.87,A-10_new_1.5_a.pdf.trc
1024,16,8,Round Robin,65536,15,13,8192,131072,1152,80.64,387850,375156,12694,12677,17,96.73%,3.27%,3.86,80.66%,52859,65.04,A-9_new_1.5.pdf.trc
1024,16,4,Random,65536,14,14,16384,122880,1144,80.08,446309,435900,10409,10311,98,97.67%,2.33%,3.69,84.86%,55225,67.95,Corruption2.trc
1024,16,8,Round Robin,65536,15,13,8192,131072,1152,80.64,446309,435972,10337,10328,9,97.68%,2.32%,3.69,84.24%,55208,67.93,Corruption2.trc
1024,16,8,Round Robin,65536,15,13,8192,131072,1152,80.64,377255,368493,8762,8755,7,97.68%,2.32%,3.65,86.64%,56781,69.87,A-10_new_1.5_a.pdf.trc
1024,16,8,Random,65536,15,13,8192,131072,1152,80.64,377255,368494,8761,8755,6,97.68%,2.32%,3.65,86.64%,56781,69.87,A-10_new_1.5_a.pdf.trc
1024,16,8,Round Robin,65536,15,13,8192,131072,1152,80.64,387850,375156,12694,12677,17,96.73%,3.27%,3.86,80.66%,52859,65.04,A-9_new_1.5.pdf.trc
1024,16,8,Random,65536,15,13,8192,131072,1152,80.64,387850,375125,12725,12677,48,96.72%,3.28%,3.86,80.66%,52859,65.04,A-9_new_1.5.pdf.trc
1024,16,8,Round Robin,65536,15,13,8192,131072,1152,80.64,446309,435972,10337,10328,9,97.68%,2.32%,3.69,84.24%,55208,67.93,Corruption2.trc
1024,16,8,Random,65536,15,13,8192,131072,1152,80.64,446309,435960,10349,10328,21,97.68%,2.32%,3.69,84.24%,55208,67.93,Corruption2.trc
1024,16,8,Random,65536,15,13,8192,131072,1152,80.64,377255,368494,8761,8755,6,97.68%,2.32%,3.65,86.64%,56781,69.87,A-10_new_1.5_a.pdf.trc
1024,32,2,Round Robin,32768,13,14,16384,57344,1080,75.6,361364,355862,5502,5268,234,98.48%,1.52%,3.63,84.54%,27500,63.92,A-10_new_1.5_a.pdf.trc
1024,32,2,Round Robin,32768,13,14,16384,57344,1080,75.6,373450,365654,7796,7410,386,97.91%,2.09%,3.89,77.96%,25358,58.94,A-9_new_1.5.pdf.trc
1024,16,8,Random,65536,15,13,8192,131072,1152,80.64,387850,375125,12725,12677,48,96.72%,3.28%,3.86,80.66%,52859,65.04,A-9_new_1.5.pdf.trc
1024,32,2,Round Robin,32768,13,14,16384,57344,1080,75.6,425395,419233,6162,5918,244,98.55%,1.45%,3.63,82.55%,26850,62.41,Corruption2.trc
1024,16,8,Random,65536,15,13,8192,131072,1152,80.64,446309,435960,10349,10328,21,97.68%,2.32%,3.69,84.24%,55208,67.93,Corruption2.trc
1024,32,2,Random,32768,13,14,16384,57344,1080,75.6,361364,355845,5519,5268,251,98.47%,1.53%,3.63,84.54%,27500,63.92,A-10_new_1.5_a.pdf.trc
1024,32,2,Round Robin,32768,13,14,16384,57344,1080,75.6,361364,355862,5502,5268,234,98.48%,1.52%,3.63,84.54%,27500,63.92,A-10_new_1.5_a.pdf.trc
1024,32,2,Random,32768,13,14,16384,57344,1080,75.6,373450,365584,7866,7410,456,97.89%,2.11%,3.89,77.96%,25358,58.94,A-9_new_1.5.pdf.trc
1024,32,2,Round Robin,32768,13,14,16384,57344,1080,75.6,373450,365654,7796,7410,386,97.91%,2.09%,3.89,77.96%,25358,58.94,A-9_new_1.5.pdf.trc
1024,32,2,Random,32768,13,14,16384,57344,1080,75.6,425395,419241,6154,5918,236,98.55%,1.45%,3.63,82.55%,26850,62.41,Corruption2.trc
1024,32,2,Round Robin,32768,13,14,16384,57344,1080,75.6,425395,419233,6162,5918,244,98.55%,1.45%,3.63,82.55%,26850,62.41,Corruption2.trc
1024,32,4,Round Robin,32768,14,13,8192,61440,1084,75.88,361364,355969,5395,5361,34,98.51%,1.49%,3.62,83.95%,27407,63.7,A-10_new_1.5_a.pdf.trc
1024,32,2,Random,32768,13,14,16384,57344,1080,75.6,361364,355845,5519,5268,251,98.47%,1.53%,3.63,84.54%,27500,63.92,A-10_new_1.5_a.pdf.trc
1024,32,4,Round Robin,32768,14,13,8192,61440,1084,75.88,373450,365779,7671,7606,65,97.95%,2.05%,3.88,77.07%,25162,58.48,A-9_new_1.5.pdf.trc
1024,32,4,Round Robin,32768,14,13,8192,61440,1084,75.88,425395,419350,6045,5991,54,98.58%,1.42%,3.62,82.02%,26777,62.24,Corruption2.trc
1024,32,2,Random,32768,13,14,16384,57344,1080,75.6,373450,365584,7866,7410,456,97.89%,2.11%,3.89,77.96%,25358,58.94,A-9_new_1.5.pdf.trc
1024,32,4,Random,32768,14,13,8192,61440,1084,75.88,361364,355900,5464,5361,103,98.49%,1.51%,3.62,83.95%,27407,63.7,A-10_new_1.5_a.pdf.trc
1024,32,2,Random,32768,13,14,16384,57344,1080,75.6,425395,419241,6154,5918,236,98.55%,1.45%,3.63,82.55%,26850,62.41,Corruption2.trc
1024,32,4,Random,32768,14,13,8192,61440,1084,75.88,373450,365677,7773,7606,167,97.92%,2.08%,3.88,77.07%,25162,58.48,A-9_new_1.5.pdf.trc
1024,32,4,Round Robin,32768,14,13,8192,61440,1084,75.88,361364,355969,5395,5361,34,98.51%,1.49%,3.62,83.95%,27407,63.7,A-10_new_1.5_a.pdf.trc
1024,32,4,Random,32768,14,13,8192,61440,1084,75.88,425395,419283,6112,5991,121,98.56%,1.44%,3.62,82.02%,26777,62.24,Corruption2.trc
1024,32,8,Round Robin,32768,15,12,4096,65536,1088,76.16,361364,355980,5384,5377,7,98.51%,1.49%,3.61,83.59%,27391,63.66,A-10_new_1.5_a.pdf.trc
1024,32,4,Round Robin,32768,14,13,8192,61440,1084,75.88,373450,365779,7671,7606,65,97.95%,2.05%,3.88,77.07%,25162,58.48,A-9_new_1.5.pdf.trc
1024,32,8,Round Robin,32768,15,12,4096,65536,1088,76.16,373450,365790,7660,7639,21,97.95%,2.05%,3.87,76.69%,25129,58.41,A-9_new_1.5.pdf.trc
1024,32,4,Round Robin,32768,14,13,8192,61440,1084,75.88,425395,419350,6045,5991,54,98.58%,1.42%,3.62,82.02%,26777,62.24,Corruption2.trc
1024,32,8,Round Robin,32768,15,12,4096,65536,1088,76.16,425395,419372,6023,6011,12,98.58%,1.42%,3.62,81.66%,26757,62.19,Corruption2.trc
1024,32,4,Random,32768,14,13,8192,61440,1084,75.88,361364,355900,5464,5361,103,98.49%,1.51%,3.62,83.95%,27407,63.7,A-10_new_1.5_a.pdf.trc
1024,32,8,Random,32768,15,12,4096,65536,1088,76.16,361364,355981,5383,5377,6,98.51%,1.49%,3.61,83.59%,27391,63.66,A-10_new_1.5_a.pdf.trc
1024,32,8,Random,32768,15,12,4096,65536,1088,76.16,373450,365758,7692,7639,53,97.94%,2.06%,3.88,76.69%,25129,58.41,A-9_new_1.5.pdf.trc
1024,32,4,Random,32768,14,13,8192,61440,1084,75.88,373450,365677,7773,7606,167,97.92%,2.08%,3.88,77.07%,25162,58.48,A-9_new_1.5.pdf.trc
1024,32,8,Random,32768,15,12,4096,65536,1088,76.16,425395,419360,6035,6011,24,98.58%,1.42%,3.62,81.66%,26757,62.19,Corruption2.trc
1024,32,4,Random,32768,14,13,8192,61440,1084,75.88,425395,419283,6112,5991,121,98.56%,1.44%,3.62,82.02%,26777,62.24,Corruption2.trc
1024,64,2,Round Robin,16384,13,13,8192,28672,1052,73.64,354809,351209,3600,3357,243,98.99%,1.01%,3.73,79.81%,13027,58.77,A-10_new_1.5_a.pdf.trc
1024,32,8,Round Robin,32768,15,12,4096,65536,1088,76.16,361364,355980,5384,5377,7,98.51%,1.49%,3.61,83.59%,27391,63.66,A-10_new_1.5_a.pdf.trc
1024,64,2,Round Robin,16384,13,13,8192,28672,1052,73.64,366344,361356,4988,4605,383,98.64%,1.36%,4.03,72.17%,11779,53.14,A-9_new_1.5.pdf.trc
1024,32,8,Round Robin,32768,15,12,4096,65536,1088,76.16,373450,365790,7660,7639,21,97.95%,2.05%,3.87,76.69%,25129,58.41,A-9_new_1.5.pdf.trc
1024,64,2,Round Robin,16384,13,13,8192,28672,1052,73.64,417698,413914,3784,3569,215,99.09%,0.91%,3.69,78.51%,12815,57.82,Corruption2.trc
1024,64,2,Random,16384,13,13,8192,28672,1052,73.64,354809,351169,3640,3357,283,98.97%,1.03%,3.74,79.81%,13027,58.77,A-10_new_1.5_a.pdf.trc
1024,32,8,Round Robin,32768,15,12,4096,65536,1088,76.16,425395,419372,6023,6011,12,98.58%,1.42%,3.62,81.66%,26757,62.19,Corruption2.trc
